Biosample Index	Biosample	Biosample summary	Assay	Accession	Download URL	umap_raw_X	umap_raw_Y	umap_graph_X	umap_graph_Y	Experiment_name	Dummy
J002	SK-N-SH	SK-N-SH	ChIP-seq_CTCF_signal_p-value	ENCFF733AOC	/files/ENCFF733AOC/@@download/ENCFF733AOC.bigWig	-5.125764	-24.360884	1.4195366000000005	5.543295	ChIP-seq_CTCF_SK-N-SH	0
J046	trophoblast cell	trophoblast cell originated from H1-hESC	ChIP-seq_H4K8ac_signal_p-value	ENCFF152BEO	/files/ENCFF152BEO/@@download/ENCFF152BEO.bigWig	-2.5323756	-24.274658	-2.9178712000000004	-5.6380862999999986	ChIP-seq_H4K8ac_trophoblast cell	0
J051	Loucy	Loucy	ChIP-seq_H2AFZ_signal_p-value	ENCFF595TML	/files/ENCFF595TML/@@download/ENCFF595TML.bigWig	-2.7386515	-24.937283	3.3543394	-4.7508407	ChIP-seq_H2AFZ_Loucy	0
J010	H1-hESC	H1-hESC	microRNA-seq_plus_strand_signal_of_all_reads	ENCFF673JIV	/files/ENCFF673JIV/@@download/ENCFF673JIV.bigWig	-2.4110425	-25.915358	4.4665446	-6.4296093	microRNA-seq_plus_strand_H1-hESC	0
J046	trophoblast cell	trophoblast cell originated from H1-hESC	ChIP-seq_H2AFZ_signal_p-value	ENCFF284TCY	/files/ENCFF284TCY/@@download/ENCFF284TCY.bigWig	-4.052704	-23.721735	2.4642794	-4.3674282999999985	ChIP-seq_H2AFZ_trophoblast cell	0
J053	B cell	B cell female adult (27 years)	ChIP-seq_H3K27me3_signal_p-value	ENCFF299WWM	/files/ENCFF299WWM/@@download/ENCFF299WWM.bigWig	-4.7427554	-25.191923000000006	1.6361877	5.7263864999999985	ChIP-seq_H3K27me3_B cell	0
J055	NCI-H929	NCI-H929	ChIP-seq_H3K36me3_signal_p-value	ENCFF963GUV	/files/ENCFF963GUV/@@download/ENCFF963GUV.bigWig	-2.874002	-24.206861	2.822356	-2.5645487	ChIP-seq_H3K36me3_NCI-H929	0
J056	upper lobe of left lung	upper lobe of left lung female adult (53 years)	ChIP-seq_H3K27ac_signal_p-value	ENCFF466IUA	/files/ENCFF466IUA/@@download/ENCFF466IUA.bigWig	-4.088117	-23.5675	-12.063442	-6.167472	ChIP-seq_H3K27ac_upper lobe of left lung	0
J057	muscle of leg	muscle of leg female embryo (110 days)	ChIP-seq_H3K9me3_signal_p-value	ENCFF825FCO	/files/ENCFF825FCO/@@download/ENCFF825FCO.bigWig	-3.4128537000000003	-24.590425	1.0982492	-1.711634	ChIP-seq_H3K9me3_muscle of leg	0
J059	chorionic villus	chorionic villus male embryo (38 weeks)	microRNA-seq_minus_strand_signal_of_all_reads	ENCFF399PSF	/files/ENCFF399PSF/@@download/ENCFF399PSF.bigWig	-4.1052704	-26.32849	10.645233	-2.1340575	microRNA-seq_minus_strand_chorionic villus	0
J060	stomach	stomach male adult (37 years)	ChIP-seq_EP300_signal_p-value	ENCFF106FOU	/files/ENCFF106FOU/@@download/ENCFF106FOU.bigWig	-3.6271307	-23.411354	0.20161015	-2.5460658	ChIP-seq_EP300_stomach	0
J061	HeLa-S3	HeLa-S3	ChIP-seq_GABPA_signal_p-value	ENCFF247LKR	/files/ENCFF247LKR/@@download/ENCFF247LKR.bigWig	-4.9914055	-24.299109	1.6206447	4.866235700000002	ChIP-seq_GABPA_HeLa-S3	0
J062	MCF-7	MCF-7	ChIP-seq_H2AFZ_signal_p-value	ENCFF463QQG	/files/ENCFF463QQG/@@download/ENCFF463QQG.bigWig	-5.312442	-23.618849	6.2874484000000015	-1.7292040000000002	ChIP-seq_H2AFZ_MCF-7	0
J063	colonic mucosa	colonic mucosa female adult (73 years)	ChIP-seq_H3K9ac_signal_p-value	ENCFF164DXJ	/files/ENCFF164DXJ/@@download/ENCFF164DXJ.bigWig	-1.0581841	-24.761364	2.1326964	-13.612026	ChIP-seq_H3K9ac_colonic mucosa	0
J055	NCI-H929	NCI-H929	ChIP-seq_H3K4me3_signal_p-value	ENCFF039GUH	/files/ENCFF039GUH/@@download/ENCFF039GUH.bigWig	-2.6516082	-24.695726	3.1409407000000003	-5.1470633	ChIP-seq_H3K4me3_NCI-H929	0
J066	smooth muscle cell	smooth muscle cell originated from H9	ChIP-seq_H3K4me1_signal_p-value	ENCFF064GMS	/files/ENCFF064GMS/@@download/ENCFF064GMS.bigWig	-6.070966	-25.218887	8.757578	2.5172007	ChIP-seq_H3K4me1_smooth muscle cell	0
J068	right atrium auricular region	right atrium auricular region female adult (53 years)	ChIP-seq_H3K4me3_signal_p-value	ENCFF639BVL	/files/ENCFF639BVL/@@download/ENCFF639BVL.bigWig	-5.082497	-25.915552	-4.8747077	-0.99539685	ChIP-seq_H3K4me3_right atrium auricular region	0
J036	transverse colon	transverse colon female adult (53 years)	small_RNA-seq_minus_strand_signal_of_all_reads	ENCFF420VUS	/files/ENCFF420VUS/@@download/ENCFF420VUS.bigWig	-5.121338400000001	-23.282393	3.0900745	-3.724821	small_RNA-seq_minus_strand_transverse colon	0
J041	GM12878	GM12878	ChIP-seq_ELK1_signal_p-value	ENCFF494KAM	/files/ENCFF494KAM/@@download/ENCFF494KAM.bigWig	-4.769952	-23.92128	3.1822746	-4.380892	ChIP-seq_ELK1_GM12878	0
J069	body of pancreas	body of pancreas male adult (54 years)	DNase-seq_read-depth_normalized_signal	ENCFF102SIK	/files/ENCFF102SIK/@@download/ENCFF102SIK.bigWig	-2.1444438	-24.768955	-2.903601	-5.6597066	DNase-seq_read-depth_normalized_body of pancreas	0
J071	placental pericyte	placental pericyte female newborn and male newborn	total_RNA-seq_minus_strand_signal_of_all_reads	ENCFF120ART	/files/ENCFF120ART/@@download/ENCFF120ART.bigWig	-1.7905588	-24.690287	1.9061445	-12.657609	total_RNA-seq_minus_strand_placental pericyte	0
J072	colonic mucosa	colonic mucosa female adult (56 years)	ChIP-seq_H3K4me3_signal_p-value	ENCFF816RWN	/files/ENCFF816RWN/@@download/ENCFF816RWN.bigWig	-4.1091356	-23.690416	3.553674	5.3620834	ChIP-seq_H3K4me3_colonic mucosa	0
J073	adipocyte	adipocyte originated from mesenchymal stem cell	ChIP-seq_H3K4me3_signal_p-value	ENCFF301QCP	/files/ENCFF301QCP/@@download/ENCFF301QCP.bigWig	-3.875191000000001	-25.677788	1.9087986	-5.1882467000000005	ChIP-seq_H3K4me3_adipocyte	0
J074	sigmoid colon	sigmoid colon male adult (54 years)	total_RNA-seq_minus_strand_signal_of_all_reads	ENCFF853NKP	/files/ENCFF853NKP/@@download/ENCFF853NKP.bigWig	-4.380525	-23.13675	3.952	5.7878647	total_RNA-seq_minus_strand_sigmoid colon	0
J076	MM.1S	MM.1S	ChIP-seq_H3K27me3_signal_p-value	ENCFF509NMU	/files/ENCFF509NMU/@@download/ENCFF509NMU.bigWig	-1.4605243	-25.190424	0.66271085	-13.23194	ChIP-seq_H3K27me3_MM.1S	0
J077	mammary epithelial cell	mammary epithelial cell female	ChIP-seq_CTCF_signal_p-value	ENCFF024RQS	/files/ENCFF024RQS/@@download/ENCFF024RQS.bigWig	-2.4047134	-25.263184	2.1850708	-7.014511	ChIP-seq_CTCF_mammary epithelial cell	0
J078	cerebellum	cerebellum female embryo (19 weeks) and female embryo (37 weeks)	small_RNA-seq_minus_strand_signal_of_all_reads	ENCFF029RIV	/files/ENCFF029RIV/@@download/ENCFF029RIV.bigWig	-4.5696835999999985	-24.206553	2.4537272	-1.9002749	small_RNA-seq_minus_strand_cerebellum	0
J082	common myeloid progenitor, CD34-positive	common myeloid progenitor, CD34-positive female adult (27 years)	ChIP-seq_H3K36me3_signal_p-value	ENCFF812CHA	/files/ENCFF812CHA/@@download/ENCFF812CHA.bigWig	-4.3799257	-25.585983	2.283233	-3.8024378	ChIP-seq_H3K36me3_common myeloid progenitor, CD34-positive	0
J083	mucosa of rectum	mucosa of rectum female adult (50 years)	ChIP-seq_H3K9ac_signal_p-value	ENCFF975JLT	/files/ENCFF975JLT/@@download/ENCFF975JLT.bigWig	-2.772454	-24.010643	3.1909573	-2.6061928	ChIP-seq_H3K9ac_mucosa of rectum	0
J084	spleen	spleen female adult (30 years)	ChIP-seq_H3K36me3_signal_p-value	ENCFF416NYR	/files/ENCFF416NYR/@@download/ENCFF416NYR.bigWig	-3.5217643	-24.715776	2.0667958	-2.2403848	ChIP-seq_H3K36me3_spleen	0
J085	small intestine	small intestine female adult (30 years)	ChIP-seq_H3K9me3_signal_p-value	ENCFF181SON	/files/ENCFF181SON/@@download/ENCFF181SON.bigWig	-2.2299988	-25.76852	5.1422324	-7.147857000000001	ChIP-seq_H3K9me3_small intestine	0
J086	stomach smooth muscle	stomach smooth muscle female adult (84 years)	ChIP-seq_H3K9ac_signal_p-value	ENCFF826FFV	/files/ENCFF826FFV/@@download/ENCFF826FFV.bigWig	-1.5797276000000002	-25.095404	1.9455689	-13.425904999999998	ChIP-seq_H3K9ac_stomach smooth muscle	0
J061	HeLa-S3	HeLa-S3	ChIP-seq_MAFK_signal_p-value	ENCFF208BXU	/files/ENCFF208BXU/@@download/ENCFF208BXU.bigWig	-6.0392013	-25.46055	9.185735	2.964881	ChIP-seq_MAFK_HeLa-S3	0
J010	H1-hESC	H1-hESC	ChIP-seq_H4K91ac_signal_p-value	ENCFF063HYF	/files/ENCFF063HYF/@@download/ENCFF063HYF.bigWig	-3.9098234	-25.652372	3.935844	1.5997248	ChIP-seq_H4K91ac_H1-hESC	0
J053	B cell	B cell female adult (27 years)	ChIP-seq_H4K20me1_signal_p-value	ENCFF604SXZ	/files/ENCFF604SXZ/@@download/ENCFF604SXZ.bigWig	-2.6629512	-23.359901	-1.1670002	-3.2535017	ChIP-seq_H4K20me1_B cell	0
J091	gastrocnemius medialis	gastrocnemius medialis male adult (37 years)	RAMPAGE_minus_strand_signal_of_all_reads	ENCFF354YZK	/files/ENCFF354YZK/@@download/ENCFF354YZK.bigWig	-6.329155	-21.882536	-3.486364	6.624906	RAMPAGE_minus_strand_gastrocnemius medialis	0
J092	neural progenitor cell	neural progenitor cell originated from H9	ChIP-seq_H3K79me2_signal_p-value	ENCFF633ARX	/files/ENCFF633ARX/@@download/ENCFF633ARX.bigWig	-5.5099363	-23.603620000000006	5.9709044	-1.72842	ChIP-seq_H3K79me2_neural progenitor cell	0
J010	H1-hESC	H1-hESC	ChIP-seq_H3K9me3_signal_p-value	ENCFF489EXJ	/files/ENCFF489EXJ/@@download/ENCFF489EXJ.bigWig	-1.4018407	-24.710701	2.1912942	-13.644429	ChIP-seq_H3K9me3_H1-hESC	0
J095	liver	liver male adult (78 years)	ChIP-seq_H3K9me3_signal_p-value	ENCFF560OUF	/files/ENCFF560OUF/@@download/ENCFF560OUF.bigWig	-4.762818	-23.480928	1.8078471	-2.3413293	ChIP-seq_H3K9me3_liver	0
J096	sigmoid colon	sigmoid colon male adult (37 years)	ChIP-seq_POLR2A_signal_p-value	ENCFF271VSZ	/files/ENCFF271VSZ/@@download/ENCFF271VSZ.bigWig	-3.2992814	-25.481642	1.8143804	-6.258686	ChIP-seq_POLR2A_sigmoid colon	0
J097	endothelial cell of umbilical vein	endothelial cell of umbilical vein male newborn	ChIP-seq_H3K27ac_signal_p-value	ENCFF091FMS	/files/ENCFF091FMS/@@download/ENCFF091FMS.bigWig	-4.5463405	-25.069374	1.6418375	5.122562	ChIP-seq_H3K27ac_endothelial cell of umbilical vein	0
J098	fibroblast of the aortic adventitia	fibroblast of the aortic adventitia female adult (24 years) and male adult (47 years)	total_RNA-seq_plus_strand_signal_of_all_reads	ENCFF824QLG	/files/ENCFF824QLG/@@download/ENCFF824QLG.bigWig	-4.799923400000001	-24.403605	8.182031	-3.7855082	total_RNA-seq_plus_strand_fibroblast of the aortic adventitia	0
J099	liver	liver male adult (32 years)	ChIP-seq_FOXA1_signal_p-value	ENCFF036JKL	/files/ENCFF036JKL/@@download/ENCFF036JKL.bigWig	-4.0562778	-25.489803	2.4388824	-3.6043093	ChIP-seq_FOXA1_liver	0
J101	CD14-positive monocyte	CD14-positive monocyte female	ChIP-seq_H3K27me3_signal_p-value	ENCFF118HEA	/files/ENCFF118HEA/@@download/ENCFF118HEA.bigWig	-5.2697400000000005	-23.75412	4.364173	-3.309111	ChIP-seq_H3K27me3_CD14-positive monocyte	0
J102	mesenchymal stem cell of adipose	mesenchymal stem cell of adipose	small_RNA-seq_minus_strand_signal_of_all_reads	ENCFF778LQL	/files/ENCFF778LQL/@@download/ENCFF778LQL.bigWig	-1.4851848	-23.17431	-9.885444	-5.3103370000000005	small_RNA-seq_minus_strand_mesenchymal stem cell of adipose	0
J104	skin of body	skin of body female embryo (24 weeks) and male embryo (22 weeks)	small_RNA-seq_minus_strand_signal_of_all_reads	ENCFF783FKT	/files/ENCFF783FKT/@@download/ENCFF783FKT.bigWig	-4.681228	-25.31048	-5.5938864	-2.8582822999999995	small_RNA-seq_minus_strand_skin of body	0
J038	heart left ventricle	heart left ventricle male adult (34 years)	ChIP-seq_H3K27me3_signal_p-value	ENCFF784ZXN	/files/ENCFF784ZXN/@@download/ENCFF784ZXN.bigWig	-5.3891487	-21.83608	-2.6424325	4.4799685	ChIP-seq_H3K27me3_heart left ventricle	0
J105	gastrocnemius medialis	gastrocnemius medialis female adult (53 years)	total_RNA-seq_plus_strand_signal_of_all_reads	ENCFF191LVQ	/files/ENCFF191LVQ/@@download/ENCFF191LVQ.bigWig	-1.9404999	-24.184135	2.3425844	-13.015899	total_RNA-seq_plus_strand_gastrocnemius medialis	0
J107	esophagus muscularis mucosa	esophagus muscularis mucosa female adult (53 years)	small_RNA-seq_plus_strand_signal_of_all_reads	ENCFF697AEX	/files/ENCFF697AEX/@@download/ENCFF697AEX.bigWig	-3.0432267000000004	-26.496675	-5.765289	-3.4526057	small_RNA-seq_plus_strand_esophagus muscularis mucosa	0
J108	keratinocyte	keratinocyte nuclear fraction female	CAGE_plus_strand_signal_of_all_reads	ENCFF886EYJ	/files/ENCFF886EYJ/@@download/ENCFF886EYJ.bigWig	-3.1321735	-23.91455	0.58710957	-2.7949808	CAGE_plus_strand_keratinocyte	0
J109	metanephros	metanephros female embryo (20 weeks) and female embryo (24 weeks)	total_RNA-seq_minus_strand_signal_of_all_reads	ENCFF414WBY	/files/ENCFF414WBY/@@download/ENCFF414WBY.bigWig	-1.2528416999999998	-25.18672	1.4191011999999998	-13.315902	total_RNA-seq_minus_strand_metanephros	0
J111	thymus	thymus female embryo (110 days)	ChIP-seq_H3K4me3_signal_p-value	ENCFF870SBT	/files/ENCFF870SBT/@@download/ENCFF870SBT.bigWig	-1.5329545	-24.975008	2.1576338	-13.026042	ChIP-seq_H3K4me3_thymus	0
J112	common myeloid progenitor, CD34-positive	common myeloid progenitor, CD34-positive male adult (36 years)	ChIP-seq_H3K27me3_signal_p-value	ENCFF516LYV	/files/ENCFF516LYV/@@download/ENCFF516LYV.bigWig	-3.9261372	-23.43325	0.35303944	-4.919926599999998	ChIP-seq_H3K27me3_common myeloid progenitor, CD34-positive	0
J113	OCI-LY1	OCI-LY1	ChIP-seq_H3K9ac_signal_p-value	ENCFF212TDX	/files/ENCFF212TDX/@@download/ENCFF212TDX.bigWig	-1.6820383999999995	-24.864033	2.078006	-12.847282	ChIP-seq_H3K9ac_OCI-LY1	0
J115	neural cell	neural cell	ChIP-seq_H3K36me3_signal_p-value	ENCFF094ZWF	/files/ENCFF094ZWF/@@download/ENCFF094ZWF.bigWig	-2.3287425	-25.697533	4.0780993	-5.945688	ChIP-seq_H3K36me3_neural cell	0
J116	amnion	amnion male embryo (16 weeks)	microRNA-seq_minus_strand_signal_of_all_reads	ENCFF269HTK	/files/ENCFF269HTK/@@download/ENCFF269HTK.bigWig	-3.941964	-27.294962	-2.8398666	0.84238833	microRNA-seq_minus_strand_amnion	0
J019	sigmoid colon	sigmoid colon female adult (53 years)	ChIP-seq_CTCF_signal_p-value	ENCFF794MMP	/files/ENCFF794MMP/@@download/ENCFF794MMP.bigWig	-6.294528	-21.931894	-3.6807745	6.4108800000000015	ChIP-seq_CTCF_sigmoid colon	0
J118	IMR-90	IMR-90 cytosolic fraction	CAGE_minus_strand_signal_of_all_reads	ENCFF591BTX	/files/ENCFF591BTX/@@download/ENCFF591BTX.bigWig	-1.6701375	-24.813898	1.9118862	-12.653226	CAGE_minus_strand_IMR-90	0
J002	SK-N-SH	SK-N-SH	ChIP-seq_H3F3A_signal_p-value	ENCFF780EJH	/files/ENCFF780EJH/@@download/ENCFF780EJH.bigWig	-5.121353599999999	-24.502344	5.259364	-3.728055	ChIP-seq_H3F3A_SK-N-SH	0
J120	heart right ventricle	heart right ventricle male adult (34 years)	ChIP-seq_H3K36me3_signal_p-value	ENCFF336JIY	/files/ENCFF336JIY/@@download/ENCFF336JIY.bigWig	-4.689668	-23.381970000000006	2.8826442	-4.0268846	ChIP-seq_H3K36me3_heart right ventricle	0
J122	OCI-LY3	OCI-LY3	ChIP-seq_H3K27me3_signal_p-value	ENCFF802BAX	/files/ENCFF802BAX/@@download/ENCFF802BAX.bigWig	-5.136788	-24.292913	1.7556326	5.473248	ChIP-seq_H3K27me3_OCI-LY3	0
J123	muscle layer of duodenum	muscle layer of duodenum male adult (73 years)	ChIP-seq_H3K36me3_signal_p-value	ENCFF236OMA	/files/ENCFF236OMA/@@download/ENCFF236OMA.bigWig	-2.5368732999999994	-24.083069	-1.1962726	-1.3837984	ChIP-seq_H3K36me3_muscle layer of duodenum	0
J124	GM23338	GM23338 male adult (53 years) originated from GM23248	total_RNA-seq_plus_strand_signal_of_all_reads	ENCFF869OYU	/files/ENCFF869OYU/@@download/ENCFF869OYU.bigWig	-3.9961953	-25.197187	8.2434	-3.7087576	total_RNA-seq_plus_strand_GM23338	0
J125	Karpas-422	Karpas-422	ChIP-seq_H3K79me2_signal_p-value	ENCFF452UGU	/files/ENCFF452UGU/@@download/ENCFF452UGU.bigWig	-2.6404676	-23.0849	-0.5335043	-2.564515	ChIP-seq_H3K79me2_Karpas-422	0
